moves,winner
e4 d5 exd5 Qxd5 d4 e5 Nf3 exd4 Qxd4 Qxd4 Nxd4 Nf6 Bf4 Bc5 Nb5 Na6 Nxc7+ Nxc7 Bxc7 O-O Nc3 Re8+ Be2 Bb4 Kd2 Ne4+ Kd3 Bxc3 bxc3 Nxf2+ Kd2 Nxh1 Rxh1 Bf5 Bd3 Rac8 Ba5 Bxd3 cxd3 Re6 Bb4 Rce8 a3 Re2+ Kc1 Rxg2 d4 Ree2 d5 Rxh2 Rxh2 Rxh2 c4 Rh4 c5 Rd4 d6 f6 Kc2 Kf7 Kc3 Rd5 Kc4 Ke6 Kb5 h5 Ba5 h4 Bc7 h3 Bb8 b6 Bxa7 bxc5 Bxc5 h2,black
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Bd3 O-O Nge2 e5 d5 Na6 a3 Nc5 Bc2 a5 Be3 Ng4 Bxc5 dxc5 h3 Nh6 Qd2 f5 O-O-O Nf7 Kb1 Nd6 Bd3 b5 cxb5 c4 Bc2 fxe4 Bxe4 Rb8 a4 Rxf2 Rdf1 Qh4 Rxf2 Qxf2 g4 Nxe4 Nxe4 Qg2 N2g3 Qxd2 Nxd2 Bb7 Rc1 Bh6 Nge4 Kf7 g5 Bf8 Nxc4 Bxd5 Nf6 Bxc4 Rxc4 Bd6 Rh4 Rh8 Rxh7+ Rxh7 Nxh7 Be7 Kc2 Kg7 Nf6 Bxf6 gxf6+ Kxf6 Kc3 e4 Kd4 Kf5 Ke3 Ke5 h4 Kf5 b4 axb4 a5 b3 a6 b2 a7 b1=Q a8=Q Qd3+ Kf2 e3+ Kg1 Qd1+ Kg2 Qg4+,black
e4 c6 d4 d5 e5 Bf5 g4 Be4 f3 Bg6 Bg5 h6 Bh4 Qb6 b3 e6 Ne2 c5 Nbc3 cxd4 Qxd4 Nc6 Qxb6 axb6 f4 Bxc2 Rc1 Bd3 Kd2 Bh7 Nb5 Rxa2+ Ke3,black
e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Bb4 e5 Ne4 Qf3 d5 exd6 Nxc3 bxc3 Bxd6 Nb5 O-O Bd3 Nc6 Bxh7+ Kxh7 Qd3+ Kg8 Nxd6 b6 Ba3 a5 O-O Ba6 c4 Ne5 Qe3 Nxc4 Nxc4 Bxc4 Rfd1 Qc7 Bxf8 Rxf8 a4 Bd5 c3 Qc6 f3 Bb3 Rdb1 Bxa4 Qxb6 Qc4 Qd4 Rc8 Rxa4,white
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 O-O O-O d3 h6 a3 a6 b4 Ba7 Be3 d6 Bxa7 Rxa7 Qd2 Bg4 Qe3 Ra8 h3 Bd7 Nd5 Rb8 c3 Nxd5 Bxd5 Ne7 Bb3 c6 Rad1 Qc7 d4 Ng6 dxe5 dxe5 Rd2 Rbd8 Rfd1 Bc8 Qc5 Rd7 Rxd7 Bxd7 Rd6 Be6 Bxe6 fxe6 Rxe6 Qf7 Qd6 Nf4 Rxe5 Nxh3+ Kf1 Qc4+ Ke1 Qxc3+ Kf1 Qc1+ Ke2 Nf4#,black
e4 c5 Nf3 Nc6 Nc3 g6 d4 cxd4 Nxd4 Bg7 Be3 e6 Ndb5 Be5 Nd6+ Bxd6 Qxd6 Qe7 Bc5 Qxd6 Bxd6 a6 O-O-O Nf6 Be2 b5 f4 b4 e5 bxc3 exf6 cxb2+ Kxb2 Bb7 Bf3 Na5 Bxb7 Nxb7 Be7 d6 Rd4 Kd7 Rhd1 d5 c4 Na5 cxd5 Rab8+ Ka1 exd5 Rxd5+ Ke6,white
d4 f5 c4 Nf6 Nf3 g6 Nc3 Bg7 Bf4 d6 e3 O-O c5 Nh5 Bc4+ Kh8 O-O Nc6 cxd6 cxd6 Bg5 h6 Bh4 g5 Nxg5 Qe8 Nf7+ Rxf7 Qxh5 e6 Nb5 Qd7 Bg3 d5 Bb3 a6 Nd6 Rf8 Bf4 Kh7 Rfc1 e5 dxe5 Nxe5 Nxc8 Raxc8 Rxc8 Rxc8 Rd1 Rc5 e4 Qf7 Qxf7 Nxf7 Bxd5 Kg6 Bxb7 Bxb2 Be3 Ra5 Rd7 Rxa2 f4 Ra1+ Kf2 h5 exf5+ Kf6 h3 Nh6 Rd6+ Kg7 Rg6+ Kh7 Rb6 Bc1 Bxc1 Rxc1 Rxa6 Rc2+ Kf3 Rc1 Be4 Rf1+ Ke3 Re1+ Kd4 Rd1+ Kc4 Rd8 Ra7+ Kg8 f6 Kf8 Bg6 h4 Rh7 Ng8 Rf7+ Ke8 f5,white
c4 e5 Nc3 Nc6 Nf3 Nf6 g3 d5 cxd5 Nxd5 d3 Be7 Bg2 Nb6 O-O O-O Be3 Bg4 a3 Qd7 Rc1 Rad8 b4 f6 Bc5 a5 Nd2 axb4 axb4 Rfe8 Bxe7 Qxe7 b5 Nd4 Bxb7 f5 f3 Bh3 Re1 f4 Nde4 Be6 Ra1 Bd5 Bxd5+ Nxd5 Qd2,white
d4 d5 c4 e6 Nc3 Nf6 Bg5 Nbd7 e3 h6 Bh4 Be7 Nf3 O-O Qc2 c6 Rd1 b6 Bd3 Bb7 O-O Rc8 Qe2 c5 cxd5 Nxd5 Bxe7 Qxe7 Ne4 Nb4 Bb1 Rfd8 Ng3 Ba6 Qd2 Bxf1 Kxf1 Nc6 d5 exd5 Nf5 Qe6 Qc3 Nde5 N3h4 g6 Ng3 Kh7 h3 d4 exd4 Rxd4 Rxd4 Nxd4 Qe3 Nc4 Qc1 Re8 b3 Nd6 Qd2 Qe7,black
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 f4 Be7 Qf3 h6 Bh4 Nbd7 O-O-O Qa5 Bc4 b5 Nc6 Qb6 Nxe7 Kxe7 Bd5 Ra7 Rhe1 Kf8 Bb3 Bb7 g4 a5 f5 e5 Bd5 Nc5 Bf2 Bxd5 Nxd5 Nxd5 Rxd5 Rc7 Red1 Rc6 Kb1 Ke7 Bxc5 Rxc5 Rxd6 Qxd6 Rxd6 Kxd6 Qa3 Rc8 Qxa5 Rxc2 a3 R2c5 Qb6+ Ke7 h4 Rc1+ Ka2 R1c5 g5 R8c6 Qb8 hxg5 hxg5 Rc7 Qg8,white
e4 e5 Bc4 Nf6 Nf3 Nxe4 Qe2 d5 Nxe5 Bc5 Bd3 Bxf2+ Kd1 Qe7 Bxe4 dxe4 Qxe4 Nc6 d4 Bxd4 Re1 Bxe5 Nc3 Be6 Bd2 O-O-O Kc1 Bxh2 Qa4 Rxd2 Kxd2 Qg5+ Ke2 Qxg2+ Kd1 Rd8+ Kc1 Qd2+ Kb1 Qxe1+ Nd1 Qxd1#,black
e4 c5 Nc3 Nc6 f4 e6 Nf3 d5 Bb5 d4 Ne5 Bd7 Nxd7 Qxd7 Ne2 a6 Bxc6 Qxc6 d3 Nf6 O-O Be7 Qe1 O-O Qg3 Rfd8 f5 exf5 Rxf5 g6 e5 Ne8 Bh6 Qe6 Raf1 f6 exf6 Nxf6 Re5 Qd6 Rxf6 Bxf6 Re8+ Rxe8 Qxd6 Bg7 Bxg7 Rxe2 Bh6 Rae8 Qd5+ R8e6 Qxb7 Re7 Qc8+ Re8 Qxc5 Rxg2+,white
c3 e5 d4 exd4 cxd4 d5 Nf3 Nf6 Nc3 Be7 Bf4 Nc6 e3 Bg4 Be2 O-O h3 Bh5 O-O Ne4 Ne5 Nxc3 bxc3 Bxe2 Qxe2 Na5 Rfc1 f6 Nd3 Nc4 Nb2 Ba3 Nxc4 Bxc1 Rxc1 dxc4 Qxc4+ Rf7 Rb1 b6 a4 Rc8 Qa6 c5 a5 bxa5 Rb5 cxd4 cxd4 h6 Rxa5 Rc1+ Kh2 Qb6 Qxb6 axb6 Rb5 Rb7 d5 Kf7 d6 Ke6 e4 Rc5 Rb4 b5 Kg3 Rc4 Rxc4 bxc4 Kf3 Rb3+ Ke2 Rb2+ Ke1 c3 g4 Rb1+ Ke2 c2 e5 fxe5 Bxe5 c1=Q Bxg7 Rb2+ Kf3 Qd1+ Kg3 Qxd6+ Kh4 Qe7+ Kh5 Qxg7 f4 Rb5+ f5+ Kd7 h4 Rb4 g5 hxg5 hxg5 Qh7#,black
e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 cxd4 cxd4 Nge7 Bb5 Nf5 O-O Qb6 Bxc6+ bxc6 b3 h5 Bf4 c5 dxc5 Bxc5 Nc3 Bd7 Rb1 a5 Na4 Bxa4 bxa4 Qa7 Qc2 O-O h3 Rfc8 Rb5 Bb4 Qe2 d4 g4 hxg4 hxg4 Ne7 Rd1 Bc3 Bd2 Nd5 Rxd5 exd5 Bxc3 dxc3 Rxd5 c2,black
d4 d5 Nf3 f5 Bf4 e6 e3 Nf6 Nbd2 Bd6 Be5 O-O Be2 c5 O-O c4 b3 b5 Bxd6 Qxd6 Ne5 c3 Ndf3 b4 a3 Nc6 Nxc6 Qxc6 axb4 Bb7 b5 Qd6 Ne5 Nd7 Nxd7 Qxd7 f4 Rfc8 Qc1 g6 Qa3 Kg7 Qb4 Qc7 Ra4 Qb6 Qe7+ Kg8 Rfa1 Re8 Qc5 Qxc5 dxc5 e5 Kf2 exf4 exf4 d4 c6 Bc8 Rxd4 a6 b6 Be6 b7 Rab8 Bc4 Bxc4 Rxc4 Re7 Rxa6 Rc7 Ra8,white
e4 d5 exd5 Nf6 d4 Nxd5 Nf3 Bg4 Be2 e6 c4 Nf6 O-O Be7 Qb3 b6 Bg5 Nc6 Qb5 Qd7 Be3 O-O Nc3 a6 Qb3 Na5 Qd1 Rad8 Ne5 Bxe2 Nxe2 Qc8 Qa4 Nb7 Qxa6 Nd7 Nc6 Rde8 Nc3 e5 dxe5 Bc5 Bf4 f6 Na7 Qb8 exf6 Rxf6 Nd5 Rxf4 Nxf4 Bd6 Nc6 Qc8 Nd5 Ndc5 Qb5 Qg4 Rfe1 Rf8 Nce7+ Kh8 Re3 Qh4 Ng6+ hxg6 Rh3 Qxh3 gxh3 Ne4 Nxc7 Bc5 Ne6 Rxf2 Nxc5 Nbxc5 b4 Nd3 Qe8+ Kh7 Qxe4 Rd2 Qe3 Ne5 Qxe5,white
e4 c5 Nc3 d6 f4 Nc6 Bb5 Bd7 Nf3 e6 O-O Nf6 d3 Be7 Qe1 O-O h3 a6 Bxc6 Bxc6 g4 Nd7 a3 f5 exf5 exf5 Qe6+ Kh8 g5 Qe8 Kh2 Qf7 Qxf7 Rxf7,black
e4 d6 d4 Nd7 Nc3 Ngf6 Be3 e5 d5 Be7 f3 O-O Qd2 h6 O-O-O c6 Kb1 cxd5 exd5 b6 g4 Bb7 h4 h5 g5 Ne8 Nh3 g6 Be2 Qc7 Rhg1 Rc8 f4 Ng7 fxe5 Nxe5 Bd4 a5 Bxe5 dxe5 d6,white
e4 d5 exd5 Nf6 Nf3 c6 dxc6 Nxc6 Bb5 e6 O-O Bd6 d4 O-O Bg5 Qb6 c4 Rd8 Bxf6 gxf6 Nc3 Be7 Bxc6 bxc6 Qe2 Kh8 b3 Bb7 Qe3 Rg8 Ne4 Rad8 Rad1 Qa5 Nc5 Qc7 Rfe1 a5 g3 Bd6 Kg2 Bc8 Nd3 Bb7 c5 Be7 Nb2 Ba6 Na4 Rg7 Nb6 Rb8 Nd2 f5 Nf3 Rxb6 cxb6 Qxb6 Rc1 Qb5 Ne5 Bb7 f3 Qd5 Nc4 Ba6 Qe5 Bb4 Red1 Qd8 f4 Bb5 a3 Be7 a4 Bxc4 Rxc4 c5 Rcc1 Bd6 Qe3 Qa8+ Kf2 cxd4 Qxd4 Bf8 Qd7 Qb8 Rc8 Qb4 Rd4 Qa3 Qd8 Rg8 Qf6+ Bg7 Rxg8+ Kxg8 Rd8+ Bf8 Kg2 e5 Qg5+ Kh8 fxe5 Qb4 Qxf5 Kg8 Qg5+ Kh8 Kh3 h5 Qxh5+ Kg7 Qg5+ Kh7 e6 Qe7 Qxe7 Bxe7 Rd7 Bf6 e7 Bxe7 Rxe7,white
e4 e6 d4 d5 Nc3 c6 Qd3 Ne7 g3 Ng6 Bg2 Bb4 Ne2 Nd7 a3 Bd6 h4 a6 h5 Ne7 e5 Bb8 h6 g6 Bg5 O-O f4 f6 Bh4 Nf5 O-O-O Nxh4 gxh4 f5 Qg3 Rf7 h5 g5 fxg5 f4 Nxf4 Nxe5 dxe5 Bxe5 Rdf1 Qf8 Nce2 b5 g6 Rxf4 Nxf4 Qxh6 gxh7+ Kxh7 Qg6+ Qxg6 hxg6+ Kg7 Rh7+ Kg8 Nh5 a5 Re1 Bd4 c3 Bc5 Nf6+ Kf8 Rf7#,white
e4 d6 d4 Nf6 Nc3 g6 Be3 Bg7 Qd2 c6 O-O-O b5 Bh6 Bxh6 Qxh6 b4 Na4 Nxe4 Qe3 Nf6 Nf3 Qa5 b3 Bg4 Re1 Nd5 Qg5 Bxf3 gxf3 Nd7 Bc4 N7f6 Re2 h6 Qg3 O-O-O Kb1 Rd7 f4 Nh5 Qh4 Nhxf4 Bxd5 Nxd5 Rhe1 Kd8 f4 f6 Qg3 g5 fxg5 hxg5 Rc1 Rh4 c4 bxc3 Nxc3 Nxc3+ Rxc3 Rxd4 Rxc6 Rd1+ Kb2 Qd5 Qc3 Ke8 Rc8+ Kf7 Qh3 Rd2+ Rxd2 Qxd2+ Ka3 Qa5+ Kb2 Qe5+ Ka3 Rb7 Qh7+ Ke6 Qh3+ Qf5 Qe3+ Kd7 Qc3 Rb6 Qc7+ Ke6 Qc4+ Qd5 Qg4+ f5 Qxg5 Ra6+ Kb2 Qd4+ Kb1 Qd1+ Rc1 Qd3+ Kb2 Kd7 Rc3 Qe4 Qc1 Qe2+ Rc2 Qe5+ Kb1 f4 Rc7+ Ke6 Qc4+ Kf6 Rc8 Qf5+ Kb2 Qe5+ Kb1 Qe1+ Kb2 Qd2+ Kb1 Qxa2+ Kc1 Qa1+ Kd2 Ra2+ Kd3 Qd1+ Ke4 Re2+ Kxf4 Qf1+ Kg4 Qg2+ Kf4 Qxh2+ Kf3 Qg2+ Kf4 e5#,black
e4 c5 c3 d5 exd5 Qxd5 d4 g6 Bb5+ Bd7 Bxd7+ Nxd7 Nf3 cxd4 cxd4 Qe6+ Be3 Bh6 d5 Qa6 Nc3 Bg7 Bd4 Ngf6 Qe2 Qxe2+ Kxe2 O-O Rhe1 Rfe8 Kf1 Rac8 Bxa7 b6 Na4 Ra8 Bxb6 Rxa4 Bc7,black
d4 d5 c4 e6 Nc3 Bb4 Nf3 Nf6 Bg5 h6 Bh4 O-O e3 g5 Bg3 Ne4 Qb3 c5 cxd5 Qa5 Rc1 exd5 Bd3 c4 Bxc4 dxc4 Qxc4 Be6 Qd3 Bf5 O-O Nxc3 Qxf5 Ne2+ Kh1 Qxf5 Rc4 Nxg3+ hxg3 Nc6 a3 Qd3 Rfc1 Bd2 R1c2 Na5 Rc7 Qf1+ Kh2 Be1 Nxe1 Qxe1 Re7 Rac8 Rxc8 Rxc8 Rd7 Qxf2 Rd6 Rc2 Rd8+ Kg7 Rg8+ Kxg8,black
e4 g6 d4 d6 Nc3 Bg7 f4 Nf6 Nf3 O-O Bd3 Nbd7 e5 dxe5 fxe5 Ne8 O-O c5 Be2 cxd4 Qxd4 Qb6 Qxb6 Nxb6 Bg5 f6 exf6 exf6 Bf4 Nd7 Rad1 Nc5 Nd4 a6 Bc4+ Kh8 b4 b5 Bd5 Nb7 a4 Ned6 Bxd6 Nxd6 Bxa8 bxa4 Nxa4 Nb5 c4 Nxd4 Rxd4 f5 Rd3 f4 Nc5 Bf5 Be4 Bg4 Rc1 Be2 Rd2 Bg4 Nxa6 f3 Rcc2 fxg2 Nc5 Bh6 Rd3 Rf5,white
d4 Nf6 c4 e6 Nc3 Bb4 f3 d5 Bg5 dxc4 e4 h6 Bh4 Nc6 e5 g5 exf6 gxh4 Bxc4 Qxf6 Ne2 Rg8 O-O Bd7 d5 Ne5 dxe6 fxe6 Ne4 Qg7 Nf4 Nxc4 Qb3 Bd6 Nxd6+ Nxd6 Nxe6 Qxg2#,black
e4 e5 Nf3 d5 Nxe5 Bd6 d4 dxe4 Bc4 Bxe5 dxe5 Qxd1+ Kxd1 Nc6 Re1 Bg4+ Be2 O-O-O+ Bd2 Bf5 f4 e3 Bd3 Bxd3 cxd3 exd2 Nxd2 Rxd3 Kc2 Nb4+ Kd1 Nh6 a3 Rhd8 Re2 Nd5 Kc2 Ne3+,black
e4 c5 Nf3 d6 Bb5+ Bd7 Nc3 Nf6 d3 a6 Bxd7+ Nbxd7 O-O e6 Ne2 b5 b3 Be7 Bb2 O-O Ne1 d5 exd5 Nxd5 c4 Nb4 a3 Nc6 f4 Bf6 Bxf6 Nxf6 Nf3 Qd6 Ng5 Rfd8 Ne4 Nxe4 dxe4 Qd2 cxb5 Qe3+ Kh1 Rxd1 Rfxd1,black
d4 d5 c4 c6 Nf3 Nf6 Nc3 Nbd7 Bg5 h6 Bh4 g5 Bg3 Bg7 e3 Qa5 Bd3 Ne4 O-O Nxg3 hxg3 O-O Nd2 Nf6 Nb3 Qc7 Rc1 Qb8 cxd5 Nxd5 Nxd5 cxd5 Rc5 Be6 Qc2 Rc8 Rc1 b6 Rxc8+ Qxc8 Qe2 Qb7 Ba6 Qd7 Qc2 Bf5 Qc7 Qxc7 Rxc7 e6 Nc1 e5 Ne2 f6 Nc3 Be6 Nb5 f5 dxe5 Bxe5 Re7 Bxg3 Rxe6,white
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Nxc6 bxc6 Bd2 Rb8 Qc1 Bc5 Be2 O-O O-O d5 Bf3 Ba6 Re1 Qb6 Be3 d4 Na4 dxe3 Nxb6 exf2+ Kh1 fxe1=Q+ Qxe1 axb6 b3 Rfd8 Rd1 Rxd1 Qxd1 Bb4 Qa1 Re8 c3 Bc5 Qb2 Bd3 b4 Be3 a4 Rd8 g3 Nxe4 Bxe4 Bxe4+ Qg2 Rd1#,black
e4 e6 d4 d5 Be3 dxe4 Nd2 f5 f3 Nf6 fxe4 fxe4 Bc4 Nc6 c3 Nd5 Bxd5 exd5 Ne2 Be7 O-O Bf6 Nf4 O-O Qb3 Ne7 Nxe4 Kh8 Nc5 Qd6 Nxb7 Bxb7 Qxb7 Rfb8 Qxa8 Rxa8 Nh5 Rf8 Bf4 Qb6 Rae1 Ng6 Nxf6 Rxf6 Re8+ Rf8 Rxf8+ Nxf8 Bxc7 Qf6 Rxf6 gxf6 Bb8 a6 b3 Kg7 c4 Ne6 Ba7 Kf7 cxd5 Nf4 d6 Nd3 a3 Ke6 Bc5 Nc1 b4 Nd3 Kf1 Nf4 a4 Nd5 b5 axb5 axb5 Kd7 b6 Kc6 Ke2 Nxb6 Bxb6 Kxb6 d5 Kb7 Kd3 Kc8 Ke4 Kd7 Kf5 Kxd6 Kxf6 Kxd5 Kg7 Ke5 Kxh7 Kf5 h4 Kg4 g3 Kh5 Kg7 Kg4 Kg6 Kxg3 h5 Kf4 h6 Ke5 h7 Ke6 h8=Q Kd5 Qc3 Ke4 Qc5 Kd3 Qb4 Kc2 Qa3 Kd2 Qf3 Kc2 Qe3 Kb2 Qd3 Ka2 Qc3 Kb1 Qd2 Ka1 Kf5 Kb1 Ke4 Ka1 Kd3 Kb1 Kc3,white
e4 c5 f4 d5 exd5 Nf6 d4 cxd4 Nf3 Qxd5 Qxd4 Nc6 Qxd5 Nxd5 Bb5 Bf5 Bxc6+ bxc6 Nd4 Nb4 Nxf5 Nxc2+ Kf2 Nxa1 Na3 e6 Ne3 Bxa3 bxa3 Rb8 Bd2 Rb2 Rxa1 Rxd2+ Ke1 Rb2 Nc4 Rxg2 Rb1 Rg1+,black
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 Bc4 O-O f3 Nc6 Qd2 Bd7 Nb3 Rc8 Bh6 Ne5 Bd3 Nxd3+ cxd3 a5 h4 a4 Nd4 a3 Bxg7 axb2 Rb1 Kxg7 h5 Nxh5 g4 Nf6 Qh6+ Kg8 g5 Rxc3 gxf6 Rc1+ Kf2,white
e4 c5 c3 Nc6 d4 cxd4 cxd4 d5 exd5 Qxd5 Nc3 Qxd4 Nf3 Qxd1+ Nxd1 Nf6 Ne3 Bd7 Bd2 Ne4 Bd3 Nxd2 Nxd2 e6 Ke2 Nd4+ Ke1,black
e4 e6 d4 d5 Nc3 Nf6 Bg5 Be7 e5 Nfd7 h4 c5 Bxe7 Qxe7 Nb5 Na6 Nd6+ Kf8 c3 f6 f4 Nc7 Nf3 Ne8 Nb5 a6 Na3 b5 Nc2 Nb6 b3 Bd7 g4 Rc8 Qd2 a5 g5 f5 h5 b4 dxc5 Qxc5 c4 dxc4 bxc4 Rd8 Qe3 Qxe3+ Nxe3 Bc6 Bg2 Nc7 O-O Rd3 Kf2 Ke7 Bh1 Rhd8 c5 Na4 Bg2 Nxc5 Rac1 Ne4+ Ke2,black
e4 e6 d4 d5 exd5 exd5 h3 Nf6 Nf3 Bd6 Bb5+ c6 Ba4 b5 Bb3 a5 a4 b4 O-O h6 Re1+ Be7 Bf4 O-O Nbd2 Bf5 c4 Be4 Nxe4 Nxe4 Qd3 Bf6 cxd5 cxd5 Bxd5 Qxd5 Qxe4 Qxe4 Rxe4 Nd7 Rc1 Rfe8 Ree1 Nb6 Be5 Nxa4 Bxf6 gxf6 Rc2 Rxe1+ Nxe1 Rd8 Nf3 Kg7 Kf1 Kg6 Ke2 Kf5 Kd3 b3 Re2 Nb6 Kc3 a4 Re7 Nd5+,black
d4 d5 Bg5 h6 Bh4 Nc6 Nf3 Nf6 e3 Bg4 Nbd2 g5 Bg3 Ne4 Be2 Nxg3 hxg3 Qd6 Nxg5 Bxe2 Qxe2 O-O-O Nxf7 Qg6 Nxh8 Qxc2 Nf7 Qxb2 Rb1 Qxa2 Nxd8 Nxd8 O-O Kb8 Ra1 Qc2 Rfb1 e5 Qa6 Qxd2 Qxa7+ Kc8 Qa8+ Kd7 Qa4+ c6 dxe5 Bg7 Qg4+ Ne6 Rxb7+ Kc8 Qxe6+ Kxb7 Qe7+ Kb8 Qa7+ Kc8 Qa8+ Kd7 Qb7+ Ke6 Qxg7 d4 Qf6+ Kd5 Qd6+ Ke4 Qxd4+,white
d4 Nf6 c4 e6 Nc3 c5 d5 exd5 cxd5 g6 e4 d6 Nf3 Bg7 h3 O-O Bc4 Re8 Qc2 Na6 Bxa6 bxa6 O-O a5 Re1 Bb7 Bg5 Qb6 Na4 Qb5 Bxf6 Bxf6 Nc3 Qb6 Na4 Qb4 Rad1 c4 a3 Qb5 Nc3 Qc5 Na4 Qc7 Nc3 Ba6 Qa4 Re7 Qc6 Bb7 Qxc7 Rxc7 Nb5 Rd7 Rd2 a6 Nc3 Re8 Na4 Rc7 Rc2 Bg7 Nb6 c3 bxc3 f5 exf5 Rxe1+ Nxe1 Rxc3 Rxc3 Bxc3 Nd3 gxf5 Nc4 Bxd5 Nxd6 Be6 Nc5 Be5 Ndb7 Bc8 Nxa5 Bd6 Nab3 Kf7 a4 Kf6 Nd3 Ke6 Kf1 Kd5 Ke2 Kc4 Na5+ Kd5 g3 Bd7 Nb7 Bxa4 Nxd6 Kxd6 Nf4 Bb3 Kd3 a5 Kc3 a4 Nd3 Kc6 Nc1 Bd1 Nd3 a3 Nb4+ Kc5 Na2 Kd5 Nc1 Ke4 Kd2 Ba4 Ke2 Bb5+ Ke1 Bc4 Kd2 a2,black
e4 e5 Nf3 Nc6 Bb5 d6 O-O Nf6 c3 a6 Bxc6+ bxc6 d4 exd4 cxd4 Nxe4 Re1 d5 Ng5 Be7 Nxe4 dxe4 Nc3 O-O Nxe4 f5 Nc3 Bd6 Qf3 Bb7 Bf4 Rb8 Bxd6 cxd6 d5 Qg5 dxc6 Ba8 b3 Rbc8 Nd5 Bxc6 Rac1 Bxd5 Qxd5+ Kh8 Rxc8 Rxc8 Qc6 Rd8 Qe8+ Rxe8 Rxe8#,white
e4 e6 Nc3 d5 Nf3 Nf6 Bd3 c5 exd5 exd5 O-O Be7 Re1 O-O h3 Nc6 Bf1 Bf5 d3 Re8 Bf4 Qd7 Ne5 Nxe5 Bxe5 b5 Qf3 b4 Bxf6 Bxf6 Nxd5 Bxb2 Ne7+ Kh8,black
c4 Nf6 Nc3 e5 g3 d5 cxd5 Nxd5 Bg2 Nb6 Nf3 Nc6 e3 Bd6 d4 O-O O-O Bg4 Qd3 Be6 b3 Be7 Rd1 exd4 Nxd4 Nxd4 Qxd4 Qxd4 exd4 c6 Bb2 Rfd8 Rd3 Rd7 Rad1 Rad8 a4 Bxb3 R1d2 Bb4 Re2 Bc4 Rde3 Bxe2 Nxe2 Nxa4,black
e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5+ Bd7 Bxd7+ Qxd7 Nc3 Nxd5 Nxd5 Qxd5 Qf3 Qd7 d3 f6 Ne4 h5 Bd2 Nc6 Bc3 O-O-O O-O f5 Nd2 g5 Nc4 Re8 Rfe1 g4 Qe2 Bg7 b4 b5 Na3 h4 Nxb5 Nd4 Nxa7+ Kb7 Qe3 Bh6 Qxe5 Rxe5 Rxe5 Ra8 Rae1 Rxa7,black
e4 d5 exd5 Qxd5 Nc3 Qd6 d4 Nf6 Bc4 Be6 Bxe6 Qxe6+ Nge2 c6 O-O Nbd7 Re1 Qg4 f3 Qh5 b4 O-O-O Nf4 Qh4 g3 Qh6 Ne6 Qh3 Nxd8 Kxd8 b5 e6 bxc6 bxc6 Rb1 Bd6 Qe2 Qf5 Rb7 Ke7 Ne4 h6 Nxd6 Kxd6 Ba3+ Kd5 c4+ Kxd4 Rd1+ Kc3 Bb2#,white
d4 Nf6 Nf3 d5 Bf4 Nh5 Bd2 Nf6 c4 e6 Nc3 c6 e3 Be7 Bd3 O-O Rc1 Nbd7 O-O Re8 Qb3 Qb6 Qc2 a6 c5 Qc7 e4 dxe4 Nxe4 h6 Nxf6+ Bxf6 Rfe1 Nf8 Qa4 Bd7 Ne5 Bxe5 dxe5 Bc8 Bxh6 g6 Re3 Qd7 Bxf8 Rxf8 Qh4 f5 exf6 Kf7 Qh7+ Ke8 Bxg6+ Kd8 Rd3 Qxd3 Qe7#,white
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Bd3 c5 d5 a6 Be3 Nbd7 Nge2 Ne5 Qd2 Nxd3+ Qxd3 Nd7 b3 b5 Rc1 bxc4 Qxc4 Ne5,black
h3 e5 e4 Nf6 d3 d5 Nc3 d4 Nce2 c5 f4 Nc6 Nf3 Bd6 g3 Nh5 Bg2 exf4 g4 Ng3 Nxg3 fxg3 O-O O-O Qe1 Re8 Bg5 Qb6 b3 Bd7 Bh4 Qc7 Nd2 Qb8 Nc4 Bc7 Rf3 b5 Nd2 Ne5 Rf1 Ng6 e5 Bxe5 Bxa8 Bf4 Ne4 Nxh4 Bd5 Be3+,black
Nf3 d5 d4 Nf6 Bf4 e6 e3 Be7 Bd3 O-O O-O c5 c3 c4 Bc2 b5 Nbd2 Bb7 Re1 Nbd7 e4 Nxe4 Nxe4 dxe4 Bxe4 Bxe4 Rxe4 Nf6 Re2 Nd5 Bg3 Rc8 Qe1 a5 Ne5 h5 h3 b4 Rc1 Bg5 Rb1 Qe7 Nf3 Bf4 Bxf4 Nxf4 Re4 Nd3 Qe2 Qb7 Qc2 Qxe4,black
